Student_ID,CGPA,Attendance,Backlogs,Year,Python,Java,DSA,SQL,OOP,DBMS,OS,CN,Git,Linux,Docker,Cloud,Projects,Internship,Certifications,Hackathons,OpenSource,LeetCode,Communication,Teamwork,Leadership,EmployabilityStatus
1001,7.16,84,2,2,2,1,2,1,1,2,2,0,1,1,1,0,8,1,3,4,1,777,2,1,1,1
1002,7.77,83,1,2,1,2,1,2,1,1,0,0,1,1,0,0,5,0,2,1,0,331,2,1,0,0
1003,7.35,71,0,4,2,2,2,1,2,1,1,2,1,1,1,0,8,1,2,1,1,483,2,1,0,1
1004,7.74,71,0,3,1,1,2,2,1,2,2,1,1,1,0,0,4,0,4,3,0,174,1,2,1,0
1005,8.28,80,2,3,2,0,2,2,1,1,0,2,1,1,0,0,4,1,3,2,1,449,2,1,0,0
1006,8.83,93,0,4,0,1,1,1,1,2,2,2,0,0,0,0,2,0,2,0,0,109,2,1,1,2
1007,8.95,94,0,4,2,1,2,1,2,2,1,1,1,1,1,1,5,1,4,3,1,585,1,1,1,1
1008,6.55,85,1,4,2,2,2,1,2,2,0,1,1,1,1,0,5,1,3,4,1,517,1,1,2,0
1009,6.28,77,2,4,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,60,1,0,1,2
1010,7.83,71,2,4,1,2,1,1,1,1,0,1,1,1,0,0,3,0,3,3,1,437,1,2,0,0
1011,7.34,76,2,4,2,1,2,1,1,1,0,2,1,1,1,0,5,1,2,3,1,452,2,2,0,0
1012,7.92,80,1,4,2,1,2,1,2,2,0,1,1,1,0,0,5,0,2,1,1,189,1,1,1,0
1013,6.41,72,3,3,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,2
1014,5.56,58,5,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,33,0,0,0,2
1015,5.57,67,5,3,1,1,1,1,1,0,1,0,0,0,0,0,2,0,0,1,0,13,1,0,1,2
1016,7.04,71,2,3,2,2,2,2,2,2,1,0,1,1,1,0,4,1,3,1,1,409,2,1,1,1
1017,9.47,94,0,2,0,0,0,0,2,2,1,2,0,0,0,0,1,0,2,0,0,8,0,2,0,2
1018,5.86,71,3,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,1,1,1,2
1019,8.07,83,1,2,2,1,2,2,2,1,0,2,1,1,0,0,5,0,2,3,1,186,1,1,1,0
1020,9.18,90,0,2,2,1,2,2,2,2,2,1,1,1,1,1,8,1,4,2,1,887,2,1,1,1
1021,9.01,93,0,2,0,1,0,1,1,2,2,2,0,0,0,0,0,0,2,1,0,78,1,1,0,2
1022,6.82,80,0,2,2,2,2,2,2,2,0,2,1,1,1,0,5,1,2,1,0,358,2,1,0,1
1023,6.12,68,3,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,65,1,1,0,2
1024,8.28,76,2,4,2,2,1,2,2,1,2,2,1,1,0,0,4,1,4,1,0,449,1,2,0,0
1025,8.88,89,0,2,2,1,2,1,2,2,1,1,1,1,1,1,6,1,6,5,1,523,1,2,2,1
1026,8.2,73,0,3,2,0,2,1,2,2,1,2,1,1,0,0,5,0,4,3,0,236,1,2,1,0
1027,7.43,73,1,3,2,1,1,1,1,1,1,1,1,1,0,0,4,1,2,1,0,389,1,2,1,0
1028,8.05,84,0,3,2,1,2,2,2,1,0,1,1,1,1,0,5,1,2,2,0,493,1,1,0,1
1029,7.67,81,1,3,2,1,1,1,2,1,2,2,1,1,0,0,5,0,2,2,0,146,0,2,1,0
1030,6.54,65,1,4,1,0,0,0,1,1,1,0,1,1,0,0,3,1,0,1,1,31,1,0,1,2
1031,6.43,75,2,2,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,0,54,1,1,0,2
1032,8.46,79,1,4,1,2,2,0,1,2,1,2,1,1,0,0,3,0,1,2,0,220,1,1,1,0
1033,8.37,95,0,4,1,1,1,2,2,1,1,2,1,1,0,0,3,1,2,3,0,440,1,2,0,0
1034,9.02,98,0,3,1,1,0,0,1,2,2,1,0,0,0,0,0,0,1,1,0,38,1,1,1,2
1035,9.53,97,0,2,2,2,2,1,2,2,2,2,1,1,1,1,5,1,7,3,0,503,2,2,1,1
1036,9.56,100,0,4,0,1,1,0,2,2,1,1,1,1,0,0,2,1,1,0,0,17,1,1,0,2
1037,9.44,100,0,4,0,1,0,1,2,2,2,1,0,0,0,0,2,0,0,1,0,12,1,2,1,2
1038,8.21,79,2,2,1,1,2,0,1,2,1,0,1,1,0,0,4,0,1,2,0,318,1,1,1,2
1039,7.62,79,0,4,2,1,1,1,2,2,2,1,1,1,0,0,4,0,2,2,0,273,2,1,1,1
1040,8.58,96,0,4,1,0,0,0,1,2,1,1,1,1,0,0,3,0,0,1,1,0,2,1,1,2
1041,6.04,63,4,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,37,0,1,0,2
1042,5.81,70,5,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,29,0,0,1,2
1043,6.64,65,1,3,2,2,2,2,2,2,1,1,1,1,1,0,8,1,2,3,0,772,1,1,2,0
1044,8.54,99,0,4,0,0,0,1,1,1,2,1,0,0,0,0,0,0,1,1,0,8,0,2,0,2
1045,8.88,81,0,4,2,2,2,2,1,2,1,2,1,1,1,1,6,1,2,2,0,482,2,2,0,1
1046,9.87,88,0,2,2,1,2,2,2,2,1,2,1,1,1,1,8,1,4,2,0,894,2,2,1,1
1047,7.36,84,1,3,2,1,2,2,1,2,0,2,1,1,1,0,5,1,2,2,1,751,1,1,2,0
1048,8.5,95,0,4,2,1,1,1,2,1,0,0,1,1,0,0,4,1,1,1,0,415,2,1,0,0
1049,9.27,95,0,2,2,1,2,2,2,2,2,1,1,1,1,1,5,1,5,5,1,597,1,2,1,1
1050,8.84,96,0,4,2,1,2,1,2,2,2,1,1,1,1,1,8,1,6,3,1,814,2,2,2,1
1051,9.67,95,0,3,0,0,1,1,1,2,2,1,0,0,0,0,1,0,2,1,0,0,1,1,1,2
1052,8.57,98,0,2,0,0,0,1,2,1,2,1,0,0,0,0,2,0,2,1,0,99,2,1,0,2
1053,7.91,85,0,4,2,1,1,1,1,1,1,1,1,1,0,0,3,1,1,0,0,382,1,1,1,0
1054,6.67,73,2,3,2,2,2,1,1,2,0,0,1,1,1,0,6,1,4,5,1,674,2,1,1,1
1055,7.8,86,2,4,2,2,1,1,2,1,0,1,1,1,0,0,3,1,1,1,1,342,1,1,1,0
1056,8.57,91,0,2,1,0,1,1,1,1,1,2,0,0,0,0,2,0,1,0,0,52,0,2,0,0
1057,8.98,87,1,2,1,1,2,2,2,2,1,2,1,1,1,1,5,1,2,3,0,455,2,2,0,0
1058,6.73,80,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,71,0,1,1,2
1059,7.39,70,1,3,1,0,1,0,1,1,1,2,1,1,0,0,2,0,1,2,0,271,2,1,0,2
1060,7.76,80,2,3,2,2,2,1,2,2,0,1,1,1,0,0,5,0,4,2,1,260,2,1,0,1
1061,9.14,93,0,3,1,0,0,0,2,1,2,1,1,1,0,0,2,1,0,0,0,84,1,2,1,0
1062,8.51,84,1,3,1,1,2,2,2,2,1,2,1,1,1,1,4,1,4,4,1,386,1,2,1,1
1063,6.58,80,5,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,26,1,0,0,2
1064,8.59,96,0,4,0,1,1,0,2,2,2,1,0,0,0,0,2,0,0,0,0,91,2,2,1,0
1065,8.68,84,0,4,2,1,2,2,2,1,2,2,1,1,1,1,4,1,5,3,0,484,2,1,0,1
1066,7.02,82,0,4,2,2,2,1,2,2,2,2,1,1,1,0,7,1,3,5,0,505,2,2,1,0
1067,8.97,87,0,3,2,1,2,2,2,2,2,1,1,1,1,1,6,1,5,2,1,454,2,1,2,1
1068,7.82,90,0,3,1,2,2,1,2,1,2,1,1,1,1,1,4,1,4,4,0,603,1,2,1,0
1069,7.41,92,0,4,2,1,1,2,1,2,2,1,1,1,0,0,2,1,2,3,0,104,1,2,0,0
1070,7.55,75,1,4,2,2,2,1,1,1,0,1,1,1,1,0,5,1,3,1,0,760,2,1,1,0
1071,7.81,100,0,3,2,2,2,1,2,1,1,1,1,1,1,1,7,1,5,3,1,624,2,1,2,1
1072,8.98,96,0,4,1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,1,0,88,2,1,1,0
1073,8.75,94,0,3,0,0,1,1,1,2,2,2,0,0,0,0,1,0,2,1,0,18,2,1,1,0
1074,6.49,80,4,3,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,12,1,1,0,2
1075,8.07,77,1,4,2,2,2,1,2,2,0,1,1,1,1,0,4,0,4,1,1,659,1,2,2,1
1076,7.28,85,0,2,2,2,1,1,1,2,2,0,1,1,0,0,4,1,4,1,0,107,2,2,0,0
1077,8.71,99,0,3,1,0,0,1,1,1,2,2,0,0,0,0,0,0,1,0,0,1,1,1,1,0
1078,6.55,59,3,2,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,20,0,1,1,2
1079,8.42,83,2,4,2,1,2,1,1,1,0,1,1,1,0,0,4,0,3,0,0,315,0,1,0,2
1080,8.84,91,0,2,1,0,1,1,1,1,2,2,1,1,0,0,4,1,0,1,0,90,1,1,1,0
1081,9.19,90,0,3,1,0,0,0,1,2,2,2,1,0,0,0,4,1,0,1,1,105,1,2,1,0
1082,9.68,97,0,4,2,1,2,1,2,2,2,1,1,1,1,1,7,1,5,4,1,801,2,2,1,1
1083,8.85,98,0,3,0,0,1,0,1,1,2,2,1,1,0,0,3,0,0,0,1,67,0,1,1,2
1084,8.4,81,1,3,1,1,1,1,2,1,1,1,1,1,1,1,4,0,2,4,1,378,2,1,1,0
1085,9.35,90,0,3,2,2,2,2,2,2,2,1,1,1,1,1,7,1,3,2,1,530,2,1,1,1
1086,8.45,78,0,4,1,1,2,0,2,1,2,1,1,1,0,0,3,0,4,0,0,308,0,1,1,0
1087,9.1,84,0,4,1,1,2,2,2,1,2,1,1,1,1,1,5,1,2,1,0,472,1,2,2,1
1088,8.42,92,0,4,1,1,0,1,2,1,1,2,0,0,0,0,2,0,2,0,0,103,0,1,1,2
1089,9.07,83,0,4,2,2,1,2,1,2,1,1,1,1,1,1,4,1,4,4,0,460,1,1,2,0
1090,8.17,71,0,4,2,1,2,2,1,1,1,2,1,1,1,0,8,1,4,2,1,411,2,2,2,1
1091,8.15,90,0,3,1,0,2,0,2,2,0,2,1,1,0,0,5,1,4,1,0,283,1,2,0,0
1092,8.18,72,0,4,1,1,1,2,1,1,1,1,1,1,0,0,2,1,4,3,0,244,1,2,0,0
1093,6.91,85,3,4,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,10,1,1,0,2
1094,9.25,93,0,4,1,0,1,1,1,2,1,1,0,0,0,0,1,0,1,1,0,99,1,1,1,0
1095,8.01,82,1,4,2,1,2,2,2,1,1,1,1,1,1,0,5,1,3,2,0,443,2,2,1,0
1096,5.68,65,1,4,0,0,0,1,0,0,0,1,1,1,0,0,2,1,0,1,0,56,1,0,1,2
1097,8.09,90,2,2,1,2,1,1,2,2,1,0,1,1,0,0,2,0,2,0,0,214,2,2,0,0
1098,7.26,85,2,4,2,0,1,2,2,1,0,0,1,1,0,0,4,1,1,2,0,255,2,1,1,0
1099,7.06,78,0,4,2,1,2,2,1,1,0,0,1,1,1,0,7,1,2,1,1,607,2,2,0,1
1100,7.59,86,0,4,1,1,2,2,2,2,0,0,1,1,0,0,2,1,2,3,0,271,2,1,1,0
1101,8.56,90,0,4,1,1,1,1,2,1,1,2,1,1,0,0,3,1,0,0,0,20,1,2,0,2
1102,7.14,84,2,4,2,1,1,2,1,2,1,1,1,1,0,0,5,1,2,2,1,300,2,1,1,1
1103,6.83,59,2,4,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,34,1,1,0,2
1104,8.04,76,1,3,2,1,1,1,1,1,0,0,1,1,0,0,4,1,4,3,0,199,1,1,0,0
1105,6.25,56,4,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,62,1,1,1,2
1106,8.92,88,0,3,2,2,2,1,1,1,1,2,1,1,1,1,4,1,5,2,1,603,2,1,1,1
1107,8.5,80,1,4,1,0,1,2,1,1,1,2,1,1,0,0,4,1,4,0,0,144,1,2,1,2
1108,9.35,87,0,3,2,1,2,2,2,2,2,2,1,1,1,1,5,1,5,2,0,483,1,2,1,1
1109,6.21,60,5,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,27,1,0,0,2
1110,9.41,98,0,4,2,1,2,2,2,2,2,2,1,1,1,1,6,1,6,5,0,686,1,2,2,1
1111,6.93,82,2,3,2,2,2,2,2,2,0,1,1,1,1,0,4,1,1,4,1,707,2,1,2,0
1112,5.93,75,3,2,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,21,0,1,0,2
1113,8.19,83,2,3,2,1,2,1,2,1,2,0,1,1,1,0,7,1,2,3,1,423,2,2,0,1
1114,9.82,96,0,2,2,1,2,1,2,2,1,1,1,1,1,1,8,1,4,5,0,629,1,1,2,1
1115,7.12,66,0,4,2,1,2,2,2,1,0,2,1,1,1,0,6,1,2,2,1,781,2,1,0,1
1116,6.29,71,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,1,0,2
1117,7.0,80,0,3,2,2,2,1,2,1,0,1,1,1,0,0,5,0,2,1,0,283,1,1,1,0
1118,9.07,93,0,4,2,2,2,1,2,2,1,1,1,1,1,1,6,1,7,5,1,564,1,2,1,1
1119,7.23,83,0,3,2,2,2,2,1,2,2,2,1,1,1,0,8,0,2,3,0,429,1,2,0,1
1120,7.19,73,2,2,2,2,2,2,1,2,0,2,1,1,1,0,7,1,4,5,0,690,1,1,2,0
1121,6.5,68,1,4,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,2,1,1,1,2
1122,7.48,65,0,3,2,1,2,2,2,2,0,1,1,1,1,0,5,0,4,5,0,735,2,2,0,1
1123,8.5,91,0,4,1,0,1,1,2,2,1,1,0,0,0,0,1,0,2,1,0,20,1,2,1,0
1124,5.62,71,5,4,1,0,0,0,1,1,1,1,0,0,0,0,2,0,1,1,0,15,1,1,0,2
1125,9.52,100,0,2,2,2,2,2,2,2,1,2,1,1,1,1,8,1,7,4,0,816,1,1,2,1
1126,6.2,85,5,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,67,1,1,0,2
1127,6.44,70,2,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,48,0,1,1,0
1128,6.61,82,1,4,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,63,1,0,0,2
1129,7.33,90,0,2,1,1,1,2,1,1,1,1,1,1,0,0,2,1,1,1,0,210,2,2,1,0
1130,7.79,70,1,4,2,1,2,1,2,2,2,0,1,1,1,0,6,0,2,5,1,370,2,1,2,1
1131,7.22,68,2,3,2,1,2,1,1,1,2,0,1,1,1,0,8,1,4,2,0,380,1,2,2,1
1132,6.01,67,5,3,1,1,0,1,1,0,1,1,0,0,0,0,2,0,0,1,0,75,0,0,0,2
1133,8.2,81,1,2,2,0,1,1,1,1,0,1,1,1,0,0,3,1,3,1,1,140,2,2,0,0
1134,8.17,85,1,2,1,1,2,1,1,1,2,1,1,1,1,1,5,1,4,4,1,538,1,2,2,0
1135,6.16,62,4,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,34,1,1,1,2
1136,8.98,97,0,4,1,0,1,1,2,2,1,2,1,0,0,0,3,1,0,1,0,86,1,1,1,0
1137,6.85,81,1,2,2,2,2,2,1,1,1,1,1,1,1,0,4,1,3,5,0,783,2,1,0,0
1138,7.85,86,1,3,1,1,2,2,2,1,0,2,1,1,0,0,3,1,4,1,1,211,1,1,1,1
1139,6.4,58,3,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,35,1,1,1,2
1140,8.8,95,1,3,1,1,1,1,2,1,2,1,1,1,1,1,4,0,5,4,1,532,1,1,1,0
1141,5.72,59,1,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,8,0,1,0,2
1142,8.39,94,2,2,2,0,2,2,2,2,2,2,1,1,0,0,4,0,2,1,1,280,1,2,0,0
1143,7.2,74,1,2,2,2,2,1,2,2,1,2,1,1,1,0,4,1,3,4,1,359,1,1,0,0
1144,7.48,79,1,3,2,2,1,1,2,2,1,0,1,1,0,0,5,1,2,0,0,441,1,1,1,0
1145,9.1,93,0,3,1,1,1,0,2,2,1,2,0,0,0,0,1,0,0,0,0,26,0,1,1,2
1146,8.44,91,1,4,2,2,2,2,2,1,1,1,1,1,0,0,4,1,2,2,0,193,2,2,1,0
1147,7.75,80,0,3,2,1,2,1,1,1,2,1,1,1,1,0,8,1,4,5,1,541,2,2,0,1
1148,7.48,86,2,3,2,2,2,1,1,1,1,1,1,1,1,0,6,1,4,3,0,461,1,1,1,1
1149,8.88,95,0,4,2,1,2,1,2,2,1,2,1,1,1,1,7,1,6,5,1,524,2,2,1,1
1150,8.14,82,1,4,1,1,2,1,2,2,2,1,1,1,1,1,5,1,3,2,1,314,2,1,0,1
1151,8.17,73,1,3,2,1,2,1,2,1,0,2,1,1,1,0,4,1,2,1,0,665,2,2,2,0
1152,5.5,75,2,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30,1,1,0,2
1153,7.93,78,0,4,2,2,2,1,1,2,0,2,1,1,1,0,4,0,2,5,1,579,1,2,0,0
1154,6.75,78,2,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,51,0,0,1,2
1155,7.94,75,2,3,2,1,2,2,1,2,1,2,1,1,1,0,6,1,4,2,1,627,2,1,1,1
1156,8.47,91,0,3,1,1,2,1,1,1,1,2,1,1,1,1,6,0,4,4,0,644,1,1,2,0
1157,8.45,81,1,4,1,0,1,2,2,2,1,1,1,1,0,0,5,1,4,1,0,237,2,1,1,0
1158,6.6,76,1,2,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,1,1,2
1159,7.7,82,0,3,2,2,2,1,2,2,0,1,1,1,0,0,5,1,2,2,0,263,1,1,0,0
1160,6.08,72,1,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,1,1,2
1161,5.99,67,3,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,53,0,1,1,0
1162,8.76,80,1,2,2,1,2,1,1,2,2,2,1,1,1,1,5,1,2,4,0,317,2,1,2,0
1163,9.16,95,0,3,2,2,2,1,2,2,1,1,1,1,1,1,5,1,4,5,1,460,1,2,2,1
1164,8.2,71,2,4,1,0,1,0,2,2,0,2,1,1,0,0,3,1,3,3,1,110,2,1,1,0
1165,9.64,97,0,3,1,0,1,0,1,1,2,2,0,0,0,0,2,0,0,1,0,70,2,1,0,0
1166,8.98,97,0,4,1,2,2,1,1,2,2,1,1,1,1,1,4,0,5,1,1,631,2,1,2,0
1167,7.1,67,2,4,2,2,2,2,1,1,1,1,1,1,1,0,8,1,4,4,1,598,1,1,1,1
1168,8.96,90,0,4,2,2,2,2,2,2,1,2,1,1,1,1,6,1,6,2,1,492,1,2,2,1
1169,8.02,74,2,3,2,2,2,1,2,1,0,1,1,1,1,0,7,0,2,4,1,618,1,1,0,0
1170,7.45,87,2,4,2,2,2,2,2,1,1,1,1,1,1,0,6,1,2,3,1,508,1,1,0,0
1171,8.93,81,1,3,2,1,2,2,2,2,1,2,1,1,1,1,6,1,4,3,0,341,1,2,1,1
1172,8.03,80,0,3,1,1,1,2,1,2,1,2,1,1,1,1,6,1,5,2,0,313,1,2,2,0
1173,8.98,92,0,2,2,2,2,2,2,2,1,2,1,1,1,1,5,1,3,5,1,816,2,2,1,1
1174,8.2,92,0,3,2,2,1,1,2,1,2,1,1,1,0,0,2,0,4,0,0,204,1,2,1,0
1175,8.41,97,0,3,1,2,1,2,1,2,2,1,1,1,1,1,6,1,2,1,1,455,1,2,0,0
1176,9.17,96,0,4,0,1,1,1,2,2,1,1,0,0,0,0,0,0,2,1,0,15,2,1,1,2
1177,7.2,82,2,4,1,2,1,0,1,2,0,0,1,1,0,0,2,0,3,1,0,105,0,2,1,2
1178,7.08,71,2,3,1,1,1,0,2,1,1,0,1,1,0,0,4,1,3,3,0,221,2,2,1,0
1179,5.97,65,5,3,0,1,0,1,1,1,1,0,0,0,0,0,2,0,1,1,0,75,0,0,0,2
1180,8.51,87,0,4,1,2,2,2,2,2,1,1,1,1,1,1,7,1,5,2,0,626,1,1,1,1
1181,8.33,87,0,2,1,1,1,1,1,2,1,1,1,1,1,1,5,0,2,4,1,525,2,1,1,0
1182,8.29,93,1,4,2,2,1,1,1,2,1,1,1,1,1,1,7,1,2,1,1,422,2,1,1,1
1183,8.35,73,0,3,1,0,2,1,1,1,1,1,1,1,0,0,5,0,2,3,1,108,2,2,0,0
1184,6.42,68,1,3,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0,71,0,0,1,2
1185,8.25,96,0,3,2,2,2,2,1,1,2,1,1,1,1,1,7,0,3,2,0,541,2,1,1,1
1186,7.71,67,1,4,2,1,2,1,2,1,0,0,1,1,1,0,7,0,2,3,0,575,2,2,1,0
1187,7.36,80,2,4,2,2,2,2,1,1,2,2,1,1,0,0,5,1,2,3,1,315,2,1,0,0
1188,9.75,95,0,2,1,0,1,0,1,1,2,2,0,0,0,0,1,0,1,0,0,18,2,2,0,2
1189,9.82,85,0,4,2,1,2,1,2,2,2,2,1,1,1,1,6,1,5,3,1,686,2,2,2,1
1190,8.36,100,1,3,1,2,2,2,2,1,2,1,1,1,1,1,4,1,4,3,0,486,1,2,2,1
1191,9.7,95,0,4,2,2,2,2,2,2,1,1,1,1,1,1,6,1,5,4,0,719,2,1,2,1
1192,6.63,75,4,3,0,0,1,0,1,1,1,1,0,0,0,0,2,0,0,1,0,18,0,1,1,2
1193,5.9,69,3,3,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,35,0,0,1,2
1194,7.45,77,2,2,2,2,2,2,1,1,1,0,1,1,1,0,7,1,3,5,1,725,2,1,2,1
1195,6.6,67,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,31,1,1,1,2
1196,6.35,74,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,68,1,0,1,2
1197,7.34,82,2,2,2,2,2,1,2,2,1,2,1,1,1,0,5,1,4,4,0,370,1,2,2,0
1198,8.28,84,0,4,1,2,1,1,2,1,2,1,1,1,1,1,6,1,4,1,1,563,2,2,1,0
1199,7.74,92,2,4,1,0,1,1,2,2,1,2,1,1,0,0,2,1,4,1,0,203,1,2,0,0
1200,9.52,90,0,3,1,1,1,0,1,2,2,2,0,0,0,0,2,0,1,1,0,30,1,1,1,2
1201,7.07,76,1,4,2,1,1,2,1,1,1,2,1,1,0,0,4,1,1,1,1,357,1,2,0,0
1202,7.81,81,0,3,1,2,2,0,2,2,0,0,1,1,0,0,4,0,3,0,0,377,2,2,0,0
1203,7.14,73,1,4,2,1,2,2,2,1,1,0,1,1,1,0,5,1,3,5,0,696,2,1,0,0
1204,8.44,98,0,2,0,1,0,0,2,1,2,1,0,0,0,0,2,0,2,1,0,91,1,1,1,2
1205,7.73,92,2,4,2,2,2,1,1,1,0,2,1,1,0,0,4,0,4,2,0,212,0,2,0,1
1206,7.41,71,2,4,2,2,2,1,1,1,1,1,1,1,0,0,3,1,3,3,0,189,1,1,1,0
1207,7.11,75,2,4,2,2,2,2,1,1,1,1,1,1,1,0,6,0,4,1,0,462,1,2,2,1
1208,6.84,86,2,3,2,1,2,1,2,1,0,2,1,1,1,0,5,1,3,1,1,494,2,1,0,0
1209,7.46,76,2,3,2,0,2,2,1,2,1,0,1,1,0,0,4,1,1,1,1,145,2,1,1,0
1210,8.27,83,0,3,2,2,1,1,2,2,1,1,1,1,1,1,7,1,4,4,1,413,2,2,0,0
1211,8.86,86,0,3,2,1,1,2,1,2,2,2,1,1,1,1,7,1,4,2,0,322,2,2,0,0
1212,9.77,95,0,2,2,1,2,2,2,2,2,1,1,1,1,1,6,0,7,4,1,806,2,2,2,1
1213,9.9,95,0,2,2,2,2,2,2,2,1,2,1,1,1,1,8,1,7,5,0,500,1,1,1,1
1214,7.43,72,2,3,2,1,2,2,1,1,1,1,1,1,1,0,5,1,2,2,0,657,1,2,2,0
1215,5.89,66,5,3,1,1,1,1,1,1,0,0,0,0,0,0,2,0,1,1,0,61,1,0,0,2
1216,8.88,99,0,4,0,1,0,0,1,1,1,1,0,0,0,0,2,0,2,1,0,85,1,1,1,0
1217,8.42,87,0,2,2,2,2,1,2,1,2,2,1,1,1,1,7,1,3,4,0,649,2,2,1,1
1218,5.67,66,3,4,0,0,1,0,0,1,1,0,1,1,0,0,3,0,1,0,1,17,1,1,0,2
1219,9.24,85,0,4,2,2,2,2,2,2,2,2,1,1,1,1,8,1,7,4,0,567,2,2,1,1
1220,8.08,70,1,4,2,1,1,2,2,2,1,0,1,1,0,0,4,0,2,2,1,112,1,2,1,0
1221,8.53,97,0,2,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,42,0,2,1,2
1222,7.13,76,0,2,2,1,2,2,1,2,0,0,1,1,0,0,5,0,3,0,0,235,1,1,1,0
1223,8.13,87,1,3,2,2,2,2,2,1,0,2,1,1,1,0,5,1,4,4,0,588,2,1,0,0
1224,6.63,76,2,4,2,2,2,1,1,1,1,1,1,1,1,0,5,0,2,3,1,512,2,2,0,0
1225,7.95,70,0,3,2,1,1,1,1,1,1,2,1,1,0,0,5,0,2,2,0,410,0,1,0,0
1226,8.89,93,1,3,2,1,1,2,1,2,2,1,1,1,1,1,6,1,2,4,0,349,2,1,0,0
1227,7.84,78,0,2,2,1,2,2,1,2,1,0,1,1,1,0,7,0,3,2,1,495,1,1,2,0
1228,8.18,88,1,3,2,2,2,2,1,2,2,1,1,1,1,0,7,1,3,5,1,617,2,2,2,1
1229,7.9,96,1,4,1,1,2,1,2,1,1,2,1,1,1,1,4,1,3,3,0,616,1,2,1,0
1230,8.45,75,2,2,1,2,2,0,1,1,0,0,1,1,0,0,3,1,1,0,1,402,1,1,1,0
1231,7.51,76,1,3,2,1,2,2,1,1,1,0,1,1,0,0,5,1,4,3,0,333,1,1,1,0
1232,6.79,85,2,2,2,1,2,1,2,1,0,0,1,1,1,0,6,1,2,5,1,382,2,2,1,0
1233,8.38,80,2,3,1,1,1,0,2,1,1,1,1,1,0,0,5,1,2,1,1,351,1,2,0,2
1234,6.56,83,1,3,2,2,2,2,2,2,2,1,1,1,1,0,4,1,2,1,0,402,1,2,0,0
1235,5.85,64,5,3,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,71,0,1,1,2
1236,8.85,96,0,2,1,0,1,1,1,2,2,1,1,1,0,0,2,1,0,1,0,57,1,2,0,0
1237,7.12,92,0,4,2,2,1,2,2,2,2,2,1,1,0,0,2,1,4,2,0,198,1,2,1,0
1238,6.13,79,2,3,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,17,0,0,0,2
1239,7.29,72,2,4,2,2,2,2,1,2,0,2,1,1,1,0,5,0,3,1,0,538,1,2,0,0
1240,7.92,88,1,3,2,2,1,1,1,2,2,2,1,1,0,0,3,1,2,2,0,252,2,2,0,0
1241,9.23,94,0,3,0,1,1,0,2,1,1,2,1,0,0,0,3,1,2,0,0,21,1,2,0,2
1242,7.79,74,1,3,1,1,2,2,2,1,0,1,1,1,0,0,2,1,2,0,0,277,2,1,1,0
1243,7.93,98,1,3,2,1,1,1,1,1,2,2,1,1,1,1,7,1,4,1,1,375,2,2,1,0
